start_date,end_date,precip,smos,temp,ndvi,prod,region_id
12/31/2020,1/30/2021,405.9963516,13.23615895,125.4653787,0.792558574,,93
1/31/2021,2/27/2021,14.28562809,10.47862156,268.9701071,3.07525495,,93
2/28/2021,3/30/2021,211.4052992,9.984536497,282.5158929,3.143502792,,93
3/31/2021,4/29/2021,252.8748621,11.21033251,335.0987065,3.268927043,,93
4/30/2021,5/30/2021,270.2039375,10.22768454,215.4473461,2.489460355,,93
5/31/2021,6/29/2021,168.4173835,10.5181105,428.2129991,3.297022555,,93
6/30/2021,7/30/2021,182.4118978,9.357212528,195.3651959,3.291306864,,93
7/31/2021,8/30/2021,303.8762234,9.884224186,246.5592278,1.652048502,,93
8/31/2021,9/29/2021,249.1917088,11.3099318,304.8845724,3.23878236,,93
9/30/2021,10/30/2021,177.2966158,10.28770281,316.8298259,3.235047605,,93
10/31/2021,11/29/2021,232.5107225,10.12654846,167.9633993,2.434632739,,93
11/30/2021,12/30/2021,187.746855,9.492673127,160.6211312,3.270828983,,93
12/31/2020,1/30/2021,120.1459389,9.32625753,286.5873482,2.35502215,,94
1/31/2021,2/27/2021,5.686463707,8.26641865,629.7924796,2.848406353,,94
2/28/2021,3/30/2021,226.8397263,8.348372975,451.7721163,2.214259283,,94
3/31/2021,4/29/2021,304.1482536,10.30495455,278.5351139,3.143116038,,94
4/30/2021,5/30/2021,354.9486776,11.72139911,326.9809122,2.317973008,,94
5/31/2021,6/29/2021,207.2360274,10.60998151,370.1186086,2.4761661,,94
6/30/2021,7/30/2021,167.31891,8.733416257,192.9480658,3.262858386,,94
7/31/2021,8/30/2021,273.8600894,9.899908408,280.5001318,2.457107512,,94
8/31/2021,9/29/2021,300.5993442,11.067118,209.966553,2.37355107,,94
9/30/2021,10/30/2021,379.9822438,12.90633777,188.2806072,3.14131782,,94
10/31/2021,11/29/2021,397.6396901,13.023089,103.5389006,0.81522,,94
11/30/2021,12/30/2021,103.5057597,11.20990666,356.8637519,3.168774302,,94
12/31/2020,1/30/2021,178.076331,9.875549526,125.2459157,1.525090112,,95
1/31/2021,2/27/2021,8.362441287,8.656272196,492.6210047,3.104862022,,95
2/28/2021,3/30/2021,270.3219912,9.154955008,354.6943149,3.099669576,,95
3/31/2021,4/29/2021,264.0629495,7.918384123,302.742025,3.225418407,,95
4/30/2021,5/30/2021,280.1744575,5.195254466,243.042166,2.440392706,,95
5/31/2021,6/29/2021,206.2570184,8.507251204,442.8707787,3.269790458,,95
6/30/2021,7/30/2021,168.9327898,7.342576491,228.888822,3.266072063,,95
7/31/2021,8/30/2021,242.708055,8.44154581,214.8999486,2.418059259,,95
8/31/2021,9/29/2021,244.4795479,8.423062778,281.0837621,3.24707917,,95
9/30/2021,10/30/2021,179.9436785,8.442951014,263.2562116,3.201555799,,95
10/31/2021,11/29/2021,415.5609125,11.10559075,196.5299462,2.428195637,,95
11/30/2021,12/30/2021,299.2643259,12.43803974,221.4347588,2.382042361,,95
12/31/2020,1/30/2021,242.1396186,12.3988763,77.31944,0.816104052,,97
1/31/2021,2/27/2021,22.23955028,9.976885713,304.6282681,3.087892611,,97
2/28/2021,3/30/2021,202.3883597,9.301663129,311.5629362,3.167780449,,97
3/31/2021,4/29/2021,284.5113634,9.574501952,301.7848322,2.45332055,,97
4/30/2021,5/30/2021,233.2395514,7.826810948,108.3007343,1.691771835,,97
5/31/2021,6/29/2021,116.3754173,9.446387731,346.0575397,3.305052219,,97
6/30/2021,7/30/2021,90.53233149,8.943355149,186.6087981,3.303129949,,97
7/31/2021,8/30/2021,110.354162,6.972276132,195.3913827,2.479186477,,97
8/31/2021,9/29/2021,205.4805729,8.100004925,221.6923367,3.213824376,,97
9/30/2021,10/30/2021,146.8910316,8.628360726,262.3586467,1.610689272,,97
10/31/2021,11/29/2021,202.6408048,9.492061558,164.6091634,1.642746493,,97
11/30/2021,12/30/2021,219.5127917,9.325307973,210.45189,3.267378553,,97
12/31/2020,1/30/2021,371.299517,9.966626361,97.94098772,0.806686482,,98
1/31/2021,2/27/2021,22.63250816,7.583968163,432.2534105,3.239712361,,98
2/28/2021,3/30/2021,298.0328245,6.859053666,354.7554616,3.228028269,,98
3/31/2021,4/29/2021,270.8008882,6.519526049,343.0678478,3.310501195,,98
4/30/2021,5/30/2021,291.0764439,5.63778959,211.63091,2.506522225,,98
5/31/2021,6/29/2021,150.9817137,6.117007534,454.9175699,3.351114173,,98
6/30/2021,7/30/2021,145.3237447,5.899888807,212.279874,3.319319361,,98
7/31/2021,8/30/2021,181.2172061,5.852986136,294.668243,2.477299586,,98
8/31/2021,9/29/2021,226.4792014,5.918071305,321.8664239,3.259780411,,98
9/30/2021,10/30/2021,155.7764266,6.756421535,278.2274569,1.644761452,,98
10/31/2021,11/29/2021,270.5556142,10.2411771,132.5127092,2.476792215,,98
11/30/2021,12/30/2021,367.5176212,11.25402223,201.3973099,3.281674704,,98
12/31/2020,1/30/2021,246.2554506,10.01655129,267.7542842,2.427108267,,99
1/31/2021,2/27/2021,28.34806893,9.44566147,611.4780389,3.17132906,,99
2/28/2021,3/30/2021,270.2430588,9.262309982,471.404604,3.194588856,,99
3/31/2021,4/29/2021,280.2962555,8.358450461,371.1576265,3.292727624,,99
4/30/2021,5/30/2021,361.7141943,8.738228047,376.7064449,2.476894162,,99
5/31/2021,6/29/2021,156.8624964,8.60864898,484.6473537,3.347554265,,99
6/30/2021,7/30/2021,137.9270372,8.044982412,350.6884824,3.286026587,,99
7/31/2021,8/30/2021,255.2478639,9.916490384,335.8852025,2.456382362,,99
8/31/2021,9/29/2021,254.4186177,9.485558948,332.8703208,3.249441043,,99
9/30/2021,10/30/2021,222.1073804,8.553253828,339.2290077,2.417160449,,99
10/31/2021,11/29/2021,300.4443775,11.11437496,175.6599135,2.434894194,,99
11/30/2021,12/30/2021,218.9280652,10.22924768,381.4719183,3.280281317,,99
12/31/2020,1/30/2021,358.1485786,9.912333244,223.1240085,2.509272116,,102
1/31/2021,2/27/2021,117.7946248,8.751024515,202.9085136,3.332697423,,102
2/28/2021,3/30/2021,195.3302276,7.937177637,393.8366247,3.294775197,,102
3/31/2021,4/29/2021,148.2500482,6.909511198,306.736553,3.345311215,,102
4/30/2021,5/30/2021,272.1112643,6.790243198,393.696889,2.52162325,,102
5/31/2021,6/29/2021,165.0685996,5.971800693,422.5529802,3.388544796,,102
6/30/2021,7/30/2021,171.0580148,6.244679085,335.5897798,3.39919324,,102
7/31/2021,8/30/2021,244.8199779,6.293456456,405.2187409,3.351920433,,102
8/31/2021,9/29/2021,252.5107682,6.093044752,282.3732156,3.363928177,,102
9/30/2021,10/30/2021,217.2640598,5.415349482,315.9615675,3.361479138,,102
10/31/2021,11/29/2021,223.1513492,6.462242543,275.71286,2.531758242,,102
11/30/2021,12/30/2021,268.1834423,5.052230383,143.2975808,1.660381145,,102
12/31/2020,1/30/2021,384.9354755,9.453272969,121.3996049,0.836587654,,103
1/31/2021,2/27/2021,178.1798438,8.830555292,127.2126878,2.459352528,,103
2/28/2021,3/30/2021,454.9830539,8.665330323,227.3030091,3.285263513,,103
3/31/2021,4/29/2021,225.2885121,7.630361226,371.9994086,3.313046846,,103
4/30/2021,5/30/2021,369.7710971,7.606760425,363.3372662,2.513814708,,103
5/31/2021,6/29/2021,261.9485111,6.887101789,439.4281646,3.371131878,,103
6/30/2021,7/30/2021,234.9764826,6.550284678,403.7511362,3.360572109,,103
7/31/2021,8/30/2021,426.0679886,6.848286736,273.3743246,3.336924439,,103
8/31/2021,9/29/2021,322.4755905,7.706679556,228.5118232,3.315387598,,103
9/30/2021,10/30/2021,254.4560838,6.884217216,290.1003099,3.337613515,,103
10/31/2021,11/29/2021,301.7047047,7.665426584,223.7531451,1.674147855,,103
11/30/2021,12/30/2021,288.8967531,6.622441592,200.0062087,2.486908953,,103
12/31/2020,1/30/2021,255.595394,11.35650196,155.8753982,1.585410927,,104
1/31/2021,2/27/2021,35.24449328,9.387159134,546.5020829,2.852247568,,104
2/28/2021,3/30/2021,236.0736701,11.07612198,293.627885,3.036493654,,104
3/31/2021,4/29/2021,275.9714757,9.78595045,290.0027708,3.126512558,,104
4/30/2021,5/30/2021,314.5894467,9.927139731,182.8667421,2.405226844,,104
5/31/2021,6/29/2021,112.5254913,9.58394077,325.1019713,2.350349185,,104
6/30/2021,7/30/2021,135.7717984,8.399301982,219.7094212,3.071742831,,104
7/31/2021,8/30/2021,192.5875169,10.56423763,220.2170596,2.401345888,,104
8/31/2021,9/29/2021,281.8370695,11.98667209,245.8642588,3.048037156,,104
9/30/2021,10/30/2021,174.4089989,10.62202083,198.2810163,1.503905943,,104
10/31/2021,11/29/2021,236.7296643,11.76084949,136.5650259,0.763354482,,104
11/30/2021,12/30/2021,350.3658798,11.90727608,277.5995479,3.134523986,,104
12/31/2020,1/30/2021,167.2519693,9.194360285,120.3295633,1.573885558,,105
1/31/2021,2/27/2021,5.079319522,6.951754133,411.7394633,2.375218838,,105
2/28/2021,3/30/2021,258.7312401,7.476695121,374.1534914,2.363065492,,105
3/31/2021,4/29/2021,264.5783791,5.956674847,295.4414226,2.429678702,,105
4/30/2021,5/30/2021,315.4627184,5.953997198,272.1652422,1.655494057,,105
5/31/2021,6/29/2021,208.9270804,7.679922601,484.7893049,3.268733072,,105
6/30/2021,7/30/2021,238.8609259,6.417913602,241.4801056,3.259167977,,105
7/31/2021,8/30/2021,254.4627794,7.671297254,240.8783529,2.454869771,,105
8/31/2021,9/29/2021,264.0253029,7.568777561,266.7388763,3.256497292,,105
9/30/2021,10/30/2021,220.2192911,8.462150559,323.6113854,3.205112744,,105
10/31/2021,11/29/2021,521.8495824,11.56473006,177.2609136,2.434603674,,105
11/30/2021,12/30/2021,400.9286387,12.08856749,149.1448708,1.603724334,,105
